46166,13055.28,13055.31,13555.25,13054.06,14854.8,14854.79,16031.53,13054.58,16024.99,16015.98,16014.68,16013.0,16011.6,16011.6,16013.0,18663.89,18663.88,18663.98,18663.95,18663.98,18663.98,18663.98,14414.42,14418.46,14599.94,14600.68,14600.85,14601.5,16447.7,14363.0,
46167,1827.42,1605.13,1827.24,1817.0,1816.94,1816.94,1816.97,1816.97,1600.05,1600.06,2000.0,2495.53,1750.0,1749.99,1749.99,1749.93,1400.0,1205.72,1699.95,1699.8,1406.45,1688.47,1505.76,1505.74,1687.98,2488.82,2488.01,1601.59,1601.94,1602.68,
46168,3885.94,3885.98,3885.94,3864.99,3864.99,3864.0,3862.96,3862.96,3153.15,3864.0,3153.12,3498.99,3500.0,3886.15,4190.0,4099.97,3153.4,3950.94,3947.67,3947.62,3154.03,3946.94,3154.03,3944.99,3948.99,3153.29,3500.0,3153.03,3153.03,3498.32,
46205,152.52,151.23,145.25,147.73,149.66,151.41,151.27,150.91,147.11,145.98,144.6,144.47,144.36,144.34,149.48,148.03,151.44,148.65,159.98,152.21,158.41,157.76,156.92,155.96,161.92,155.89,161.97,161.76,155.0,161.0,
46169,9885.0,9027.07,9885.0,9800.0,9887.73,10644.15,10643.0,9033.07,10498.99,10611.0,9033.0,10347.73,9033.65,9033.65,10344.99,10344.93,10344.2,9035.65,8021.0,9001.0,9999.95,8522.53,10992.0,10642.96,10642.89,10642.88,10642.79,9000.24,9000.23,10639.87,
46170,54004.0,54003.79,53001.0,53001.73,58943.85,48581.74,57494.98,57494.86,48583.2,56997.78,57499.82,56499.0,40298.73,56485.84,56500.0,55000.0,54999.99,55000.0,55000.0,54999.98,56487.99,56500.0,47768.75,47770.09,55000.61,54999.77,55001.73,55001.73,55001.72,58946.69,
46214,103226.78,103220.17,101222.18,99444.44,97856.0,94726.1,94725.52,94642.3,94443.9,92222.97,91112.1,92199.79,92179.88,88010.03,91988.92,91987.92,91986.14,91249.79,91144.46,90001.0,91129.47,91128.7,91120.98,91120.87,91115.98,91112.74,88000.0,88000.0,89998.9,88999.0,
46171,7496.26,7002.06,7002.06,8274.98,8274.98,7002.07,7002.21,8189.73,7002.55,8099.98,7002.23,7002.23,7498.94,7490.0,7488.96,7488.99,7002.23,7399.99,7399.99,7498.95,8050.0,8199.91,7004.0,8680.48,8681.0,7004.02,8680.35,8680.18,7004.0,9250.0,
46206,144.49,147.5,149.26,171.76,154.17,154.11,153.8,153.79,153.7,153.84,144.85,153.81,153.99,154.09,154.09,148.0,150.0,151.97,151.76,151.4,150.96,150.99,155.48,166.48,165.99,152.6,163.84,163.17,156.76,159.94,
46172,58348.9,60499.97,56919.0,59000.0,50422.62,57281.29,57209.63,57002.25,56304.3,56190.78,54000.02,54000.02,56499.69,49709.49,70000.0,56498.98,56498.96,56498.8,56492.81,56498.8,56498.8,49529.98,50249.05,45371.01,56478.62,55788.74,55672.94,54788.39,54788.13,54786.94,
46213,50338.94,50336.97,50223.9,49054.0,49844.36,47003.0,49741.46,49540.73,49344.3,48943.87,46801.54,48744.43,46830.0,45543.46,45512.48,45512.34,45512.16,46543.98,46744.0,46603.04,48839.31,48742.99,48742.97,48743.94,48698.68,48644.37,48644.23,48643.95,48544.2,48544.2,
46173,67399.76,52023.56,67394.99,52027.05,60995.17,52031.16,52031.12,60992.92,52032.07,52032.09,60929.13,60928.2,60927.32,60926.8,60926.73,60928.19,60928.19,60928.45,60931.69,67500.0,52035.75,67500.0,94998.9,52040.85,52041.54,85599.32,53626.73,54002.68,85596.92,85599.98,
46209,918.99,978.93,977.84,976.04,973.93,971.99,970.9,968.9,966.9,962.98,933.99,934.97,962.64,961.19,962.6,962.53,962.5,960.21,949.79,950.0,958.9,959.99,962.5,962.5,962.51,962.52,962.5,962.5,985.94,1146.99,
